motor_id,sensor_id,timestamp,temp_sensor,vib_x,vib_y,vib_z,battery_v,fft_size,bin_size,vib_rms_3d,vib_radiale,vib_axiale,vib_ratio_az,vib_aniso,vib_3d_mean,vib_3d_max,vib_3d_std,temp_trend,vibration,temperature
1,68c11f06,2025-11-22 14:03:56,22.64,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,,,0.0,0.0,0.03,22.64
1,68c11f06,2025-11-22 14:03:56,,4.0,,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,,,0.0,0.0,0.04,22.64
1,68c11f06,2025-11-22 14:03:56,,,2.0,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,3.0,4.0,1.0,0.0,0.02,22.64
1,68c11f06,2025-11-22 14:04:45,22.65,,,8.0,,4096.0,1000.0,8.0,0.0,8.0,10.0,1.7320508069193585,4.25,8.0,2.6299556396765835,0.0029999999999974062,0.08,22.65
1,68c11f06,2025-11-22 14:04:45,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,4.4,8.0,2.3021728866442674,0.002999999999995837,0.05,22.65
1,68c11f06,2025-11-22 14:04:45,,,4.0,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,4.333333333333333,8.0,2.065591117977289,0.0025714285714276103,0.04,22.65
1,68c11f06,2025-11-22 14:05:41,22.65,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,4.142857142857143,8.0,1.9518001458970664,0.002142857142856288,0.03,22.65
1,68c11f06,2025-11-22 14:05:41,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,4.0,8.0,1.8516401995451028,0.0017857142857123445,0.03,22.65
1,68c11f06,2025-11-22 14:05:41,,,2.0,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,3.7777777777777777,8.0,1.855921454276674,0.0015000000000022458,0.02,22.65
1,68c11f06,2025-11-22 14:06:37,,,2.0,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,3.6,8.0,1.837873166945363,0.0012727272727277824,0.02,22.65
1,68c11f06,2025-11-22 14:06:37,22.65,,,5.0,,4096.0,1000.0,5.0,0.0,5.0,10.0,1.7320508065296465,3.8,8.0,1.8737959096740262,0.0009696969696959758,0.05,22.65
1,68c11f06,2025-11-22 14:06:37,,6.0,,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,4.0,8.0,2.0,0.0005454545454546293,0.06,22.65
1,68c11f06,2025-11-22 14:07:41,22.66,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,4.0,8.0,2.0,0.0005454545454549782,0.02,22.66
1,68c11f06,2025-11-22 14:07:41,,1.0,,,,,,1.0,1.0,0.0,0.0,1.732050802372725,3.3,6.0,1.636391694484477,0.0009696969696972177,0.01,22.66
1,68c11f06,2025-11-22 14:07:41,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,3.1,6.0,1.5238839267549946,0.0012727272727276894,0.03,22.66
1,68c11f06,2025-11-22 14:09:05,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.7,6.0,1.7669811040931427,0.0014545454545457984,0.0,22.66
1,68c11f06,2025-11-22 14:09:05,22.65,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,2.6,6.0,1.7763883459298966,0.0009696969696973922,0.02,22.65
1,68c11f06,2025-11-22 14:09:05,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,2.6,6.0,1.7763883459298966,0.0004848484848486886,0.03,22.65
1,68c11f06,2025-11-22 14:09:41,,,1.0,,,,,1.0,1.0,0.0,0.0,1.732050802372725,2.5,6.0,1.840893502864543,-1.3838314484818302e-16,0.01,22.65
1,68c11f06,2025-11-22 14:09:41,22.65,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,2.6,6.0,1.8378731669453625,-0.00048484848484866774,0.03,22.65
1,68c11f06,2025-11-22 14:09:41,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,2.3,6.0,1.6363916944844763,-0.0009696969696966528,0.02,22.65
1,68c11f06,2025-11-22 14:10:37,22.66,,,17.0,,4096.0,1000.0,17.0,0.0,17.0,10.0,1.732050807263221,3.4,17.0,4.880801391392834,-0.000909090909090856,0.17,22.66
1,68c11f06,2025-11-22 14:10:37,,21.0,,,,,,21.0,21.0,0.0,0.0,1.7320508073214413,5.3,21.0,7.349225204816567,-0.00030303030303038456,0.21,22.66
1,68c11f06,2025-11-22 14:10:37,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,5.5,21.0,7.24568837309472,0.00030303030303117516,0.03,22.66
1,68c11f06,2025-11-22 14:12:29,22.67,,,6.0,,4096.0,1000.0,6.0,0.0,6.0,10.0,1.7320508067028517,5.8,21.0,7.192588778272628,0.0014545454545448844,0.06,22.67
1,68c11f06,2025-11-22 14:12:29,,8.0,,,,,,8.0,8.0,0.0,0.0,1.7320508069193585,6.6,21.0,6.915361322607968,0.0024848484848496487,0.08,22.67
1,68c11f06,2025-11-22 14:12:29,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,7.0,21.0,6.733003292241385,0.0027272727272737796,0.06,22.67
1,68c11f06,2025-11-22 14:14:13,,7.0,,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,7.4,21.0,6.586180818788517,0.0027272727272732865,0.07,22.67
1,68c11f06,2025-11-22 14:14:13,22.67,,,10.0,,4096.0,1000.0,10.0,0.0,10.0,10.0,1.7320508070492617,8.3,21.0,6.219146064997813,0.002484848484848591,0.1,22.67
1,68c11f06,2025-11-22 14:14:13,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,8.3,21.0,6.219146064997813,0.0019999999999997637,0.03,22.67
1,68c11f06,2025-11-22 14:15:17,22.67,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,8.5,21.0,6.023103666530884,0.0012727272727270829,0.04,22.67
1,68c11f06,2025-11-22 14:15:17,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,7.0,21.0,5.5176484524156155,0.0009696969696979251,0.02,22.67
1,68c11f06,2025-11-22 14:15:17,,,7.0,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,5.6,10.0,2.5473297566057043,0.0005454545454556646,0.07,22.67
1,68c11f06,2025-11-22 14:16:21,,21.0,,,,,,21.0,21.0,0.0,0.0,1.7320508073214413,7.4,21.0,5.337498373666158,1.1642455735693015e-15,0.21,22.67
1,68c11f06,2025-11-22 14:16:21,,,8.0,,,,,8.0,8.0,0.0,0.0,1.7320508069193585,7.6,21.0,5.316640543300502,1.1642455735693015e-15,0.08,22.67
1,68c11f06,2025-11-22 14:16:21,22.67,,,16.0,,4096.0,1000.0,16.0,0.0,16.0,10.0,1.732050807244118,8.4,21.0,5.94792213951879,1.1642455735693015e-15,0.16,22.67
1,68c11f06,2025-11-22 14:17:17,,,10.0,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,8.8,21.0,5.902918298980975,1.1642455735693015e-15,0.1,22.67
1,68c11f06,2025-11-22 14:17:17,,33.0,,,,,,33.0,33.0,0.0,0.0,1.732050807411418,11.4,33.0,9.59397959370586,1.1642455735693015e-15,0.33,22.67
1,68c11f06,2025-11-22 14:17:17,22.68,,,17.0,,4096.0,1000.0,17.0,0.0,17.0,10.0,1.732050807263221,12.1,33.0,9.734817238483046,0.0005454545454554182,0.17,22.68
1,68c11f06,2025-11-22 14:19:21,22.68,,,27.0,,4096.0,1000.0,27.0,0.0,27.0,10.0,1.7320508073764271,14.5,33.0,10.189864245088517,0.0009696969696969392,0.27,22.68
1,68c11f06,2025-11-22 14:19:21,,35.0,,,,,,35.0,35.0,0.0,0.0,1.732050807420416,17.6,35.0,11.296016997154354,0.0012727272727272366,0.35000000000000003,22.68
1,68c11f06,2025-11-22 14:19:21,,,7.0,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,18.1,35.0,10.619165064479727,0.0014545454545462383,0.07,22.68
1,68c11f06,2025-11-22 14:20:05,22.68,,,9.0,,4096.0,1000.0,9.0,0.0,9.0,10.0,1.732050806991527,18.3,35.0,10.403525043625041,0.0015151515151517886,0.09,22.68
1,68c11f06,2025-11-22 14:20:05,,6.0,,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,16.8,35.0,11.033282980751169,0.0014545454545465872,0.06,22.68
1,68c11f06,2025-11-22 14:20:05,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,16.3,35.0,11.576316819745008,0.0012727272727277598,0.03,22.68
1,68c11f06,2025-11-22 14:29:32,,,9.0,,,,,9.0,9.0,0.0,0.0,1.732050806991527,15.6,35.0,11.805836597961953,0.0009696969696973394,0.09,22.68
1,68c11f06,2025-11-22 14:29:32,,9.0,,,,,,9.0,9.0,0.0,0.0,1.732050806991527,15.5,35.0,11.862639766182832,0.0005454545454544837,0.09,22.68
1,68c11f06,2025-11-22 14:29:32,22.71,,,13.0,,4096.0,1000.0,13.0,0.0,13.0,10.0,1.7320508071691736,13.5,35.0,10.146154170149618,0.001636363636363587,0.13,22.71
1,68c11f06,2025-11-22 14:29:49,22.7,,,5.0,,4096.0,1000.0,5.0,0.0,5.0,10.0,1.7320508065296465,12.3,35.0,10.392839415246979,0.002363636363636247,0.05,22.7
1,68c11f06,2025-11-22 14:29:49,,10.0,,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,10.6,35.0,9.020963240019205,0.002848484848484458,0.1,22.7
1,68c11f06,2025-11-22 14:29:49,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,7.7,13.0,2.8693785622209798,0.003090909090909307,0.06,22.7
1,68c11f06,2025-11-22 14:30:45,22.71,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,7.3,13.0,3.2335051500740732,0.0036363636363639104,0.03,22.71
1,68c11f06,2025-11-22 14:30:45,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,6.9,13.0,3.2472210341220142,0.003818181818181649,0.05,22.71
1,68c11f06,2025-11-22 14:30:45,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,6.6,13.0,3.4705106892854314,0.003636363636363643,0.03,22.71
1,68c11f06,2025-11-22 14:31:09,,24.0,,,,,,24.0,24.0,0.0,0.0,1.7320508073523708,8.7,24.0,6.272515001532037,0.0030909090909104564,0.24,22.71
1,68c11f06,2025-11-22 14:31:09,,,7.0,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,8.5,24.0,6.293735862833069,0.00218181818181979,0.07,22.71
1,68c11f06,2025-11-22 14:31:09,22.7,,,12.0,,4096.0,1000.0,12.0,0.0,12.0,10.0,1.7320508071358645,8.8,24.0,6.390965845976996,0.0003636363636375129,0.12,22.7
1,68c11f06,2025-11-22 14:34:40,22.71,,,5.0,,4096.0,1000.0,5.0,0.0,5.0,10.0,1.7320508065296465,8.0,24.0,6.306962642808168,0.0008484848484850772,0.05,22.71
1,68c11f06,2025-11-22 14:34:40,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,7.8,24.0,6.44291169511977,0.0006666666666670197,0.03,22.71
1,68c11f06,2025-11-22 14:34:40,,,2.0,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,7.0,24.0,6.6332495807108,0.0003636363636365991,0.02,22.71
1,68c11f06,2025-11-22 14:34:40,22.71,,,7.0,,4096.0,1000.0,7.0,0.0,7.0,10.0,1.7320508068265696,7.1,24.0,6.624030327359453,-6.0606060605661476e-05,0.07,22.71
1,68c11f06,2025-11-22 14:34:40,,7.0,,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,7.5,24.0,6.467869303977419,6.060606060677376e-05,0.07,22.71
1,68c11f06,2025-11-22 14:34:40,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,7.3,24.0,6.583649781424013,0.0001818181818190857,0.03,22.71
1,68c11f06,2025-11-22 14:36:21,,,9.0,,,,,9.0,9.0,0.0,0.0,1.732050806991527,7.9,24.0,6.41958807955083,0.00030303030303055587,0.09,22.71
1,68c11f06,2025-11-22 14:36:21,22.72,,,7.0,,4096.0,1000.0,7.0,0.0,7.0,10.0,1.7320508068265696,6.2,12.0,3.04776785350999,0.0009696969696965775,0.07,22.72
1,68c11f06,2025-11-22 14:36:21,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,6.0,12.0,3.0550504633038935,0.0015151515151516223,0.05,22.72
1,68c11f06,2025-11-22 14:39:47,22.72,,,7.0,,4096.0,1000.0,7.0,0.0,7.0,10.0,1.7320508068265696,5.5,9.0,2.2730302828309767,0.0012727272727272238,0.07,22.72
1,68c11f06,2025-11-22 14:39:48,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,5.5,9.0,2.2730302828309767,0.0014545454545457537,0.05,22.72
1,68c11f06,2025-11-22 14:39:48,22.72,,,5.0,,4096.0,1000.0,5.0,0.0,5.0,10.0,1.7320508065296465,5.7,9.0,2.110818693198343,0.0015151515151516015,0.05,22.72
1,68c11f06,2025-11-22 14:39:48,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.5,9.0,2.549509756796393,0.0014545454545451374,0.0,22.72
1,68c11f06,2025-11-22 14:39:48,,,5.0,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,5.3,9.0,2.496664441476535,0.0012727272727279938,0.05,22.72
1,68c11f06,2025-11-22 14:39:48,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,5.0,9.0,2.4494897427831788,0.0009696969696961873,0.04,22.72
1,68c11f06,2025-11-22 14:39:48,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,5.0,9.0,2.4494897427831788,0.0005454545454547173,0.03,22.72
1,68c11f06,2025-11-22 14:39:48,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,4.6,7.0,2.0110804171997816,2.681736714924964e-16,0.05,22.72
1,68c11f06,2025-11-22 14:39:48,,4.0,,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,4.3,7.0,1.8287822299126943,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:40:37,,,4.0,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,4.2,7.0,1.8135294011647265,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:40:37,22.72,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,3.8,5.0,1.549193338482968,2.681736714924964e-16,0.03,22.72
1,68c11f06,2025-11-22 14:40:37,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,3.8,5.0,1.549193338482968,2.681736714924964e-16,0.05,22.72
1,68c11f06,2025-11-22 14:41:13,22.72,,,,3588.0,,,0.0,0.0,0.0,0.0,0.0,3.3,5.0,1.888562063228707,2.681736714924964e-16,0.0,22.72
1,68c11f06,2025-11-22 14:41:30,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,3.7,5.0,1.4944341180973277,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:41:30,,4.0,,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,3.6,5.0,1.4298407059684826,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:41:30,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,3.8,6.0,1.6193277068654839,2.681736714924964e-16,0.06,22.72
1,68c11f06,2025-11-22 14:41:41,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,3.9,6.0,1.5951314818673876,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:41:41,,4.0,,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,3.8,6.0,1.549193338482968,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:41:41,,,12.0,,,,,12.0,12.0,0.0,0.0,1.7320508071358645,4.6,12.0,3.0258148581093915,2.681736714924964e-16,0.12,22.72
1,68c11f06,2025-11-22 14:43:54,,,7.0,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,4.9,12.0,3.1073389830457114,2.681736714924964e-16,0.07,22.72
1,68c11f06,2025-11-22 14:43:54,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,5.0,12.0,3.0550504633038935,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 14:43:54,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,4.8,12.0,3.119829055146024,2.681736714924964e-16,0.03,22.72
1,68c11f06,2025-11-22 14:44:45,22.73,,,5.0,,4096.0,1000.0,5.0,0.0,5.0,10.0,1.7320508065296465,5.3,12.0,2.6267851073127395,0.0005454545454545222,0.05,22.73
1,68c11f06,2025-11-22 14:44:45,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,5.2,12.0,2.6997942308422114,0.0009696969696973059,0.03,22.73
1,68c11f06,2025-11-22 14:44:45,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,5.4,12.0,2.6749870196985173,0.00127272727272748,0.06,22.73
1,68c11f06,2025-11-22 14:46:45,,,10.0,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,5.8,12.0,3.0477678535099892,0.0014545454545456399,0.1,22.73
1,68c11f06,2025-11-22 14:46:45,22.73,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,5.6,12.0,3.2386554137309647,0.0015151515151522784,0.02,22.73
1,68c11f06,2025-11-22 14:46:45,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,5.5,12.0,3.3082388735465345,0.0014545454545462353,0.03,22.73
1,68c11f06,2025-11-22 14:49:01,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,4.6,10.0,2.4585451886114367,0.0012727272727283009,0.03,22.73
1,68c11f06,2025-11-22 14:49:01,22.73,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,4.2,10.0,2.3475755815545347,0.0009696969696978803,0.03,22.73
1,68c11f06,2025-11-22 14:49:01,,4.0,,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,4.2,10.0,2.3475755815545347,0.0005454545454559895,0.04,22.73
1,68c11f06,2025-11-22 14:50:45,22.73,,,7.0,,4096.0,1000.0,7.0,0.0,7.0,10.0,1.7320508068265696,4.6,10.0,2.4585451886114367,-5.640384477708847e-16,0.07,22.73
1,68c11f06,2025-11-22 14:50:45,,11.0,,,,,,11.0,11.0,0.0,0.0,1.7320508070965,5.2,11.0,3.190262963734773,-5.640384477708847e-16,0.11,22.73
1,68c11f06,2025-11-22 14:50:45,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,5.2,11.0,3.190262963734773,-5.640384477708847e-16,0.03,22.73
1,68c11f06,2025-11-22 14:51:57,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,5.0,11.0,3.197221015541813,-0.0005454545454541505,0.04,22.72
1,68c11f06,2025-11-22 14:51:57,,6.0,,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,4.6,11.0,2.716206504995115,-0.0009696969696980225,0.06,22.72
1,68c11f06,2025-11-22 14:51:57,,,2.0,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,4.6,11.0,2.716206504995115,-0.0012727272727280734,0.02,22.72
1,68c11f06,2025-11-22 14:54:10,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,4.5,11.0,2.7988092706244445,-0.0014545454545458127,0.02,22.72
1,68c11f06,2025-11-22 14:54:10,22.73,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,4.5,11.0,2.7988092706244445,-0.0009696969696983714,0.03,22.73
1,68c11f06,2025-11-22 14:54:10,,,10.0,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,5.2,11.0,3.2249030993194197,-0.0004848484848481075,0.1,22.73
1,68c11f06,2025-11-22 14:55:57,22.72,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,5.0,11.0,3.366501646120693,-0.0005454545454547971,0.02,22.72
1,68c11f06,2025-11-22 14:55:57,,3.0,,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,4.6,11.0,3.3399933466334266,-0.00048484848484875394,0.03,22.72
1,68c11f06,2025-11-22 14:55:57,,,7.0,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,4.2,10.0,2.658320271650252,-0.0003030303030309429,0.07,22.72
1,68c11f06,2025-11-22 14:57:01,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,4.1,10.0,2.7264140062238043,6.170107624705515e-16,0.02,22.72
1,68c11f06,2025-11-22 14:57:01,,,3.0,,,,,3.0,3.0,0.0,0.0,1.7320508058368262,4.0,10.0,2.7487370837451075,-0.00024242424242484868,0.03,22.72
1,68c11f06,2025-11-22 14:57:01,22.72,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,3.6,10.0,2.716206504995116,-0.00048484848484850755,0.02,22.72
1,68c11f06,2025-11-22 14:59:17,,,15.0,,,,,15.0,15.0,0.0,0.0,1.7320508072224672,4.9,15.0,4.433458644845529,-0.0007272727272722898,0.15,22.72
1,68c11f06,2025-11-22 14:59:17,,10.0,,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,5.7,15.0,4.571651780264983,-0.0009696969696961229,0.1,22.72
1,68c11f06,2025-11-22 14:59:17,22.72,,,15.0,,4096.0,1000.0,15.0,0.0,15.0,10.0,1.7320508072224672,6.9,15.0,5.300943312279427,-0.0005454545454549506,0.15,22.72
1,68c11f06,2025-11-22 15:01:01,22.72,,,2.0,,4096.0,1000.0,2.0,0.0,2.0,10.0,1.7320508049708014,6.1,15.0,5.384133067531753,2.681736714924964e-16,0.02,22.72
1,68c11f06,2025-11-22 15:01:01,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,6.1,15.0,5.384133067531753,2.681736714924964e-16,0.02,22.72
1,68c11f06,2025-11-22 15:01:01,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.8,15.0,5.652924513520019,2.681736714924964e-16,0.0,22.72
1,68c11f06,2025-11-22 15:02:37,22.72,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,5.5,15.0,5.661762583821009,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 15:02:37,,1.0,,,,,,1.0,1.0,0.0,0.0,1.732050802372725,5.4,15.0,5.738757124441958,2.681736714924964e-16,0.01,22.72
1,68c11f06,2025-11-22 15:02:37,,,4.0,,,,,4.0,4.0,0.0,0.0,1.7320508062698394,5.5,15.0,5.70087712549569,2.681736714924964e-16,0.04,22.72
1,68c11f06,2025-11-22 15:05:57,,,8.0,,,,,8.0,8.0,0.0,0.0,1.7320508069193585,6.1,15.0,5.606543795720615,2.681736714924964e-16,0.08,22.72
1,68c11f06,2025-11-22 15:05:57,,21.0,,,,,,21.0,21.0,0.0,0.0,1.7320508073214413,6.7,21.0,6.848357467305572,2.681736714924964e-16,0.21,22.72
1,68c11f06,2025-11-22 15:05:57,22.69,,,16.0,,4096.0,1000.0,16.0,0.0,16.0,10.0,1.732050807244118,7.3,21.0,7.40945342113708,-0.0016363636363644237,0.16,22.69
1,68c11f06,2025-11-22 15:07:25,22.69,,,9.0,,4096.0,1000.0,9.0,0.0,9.0,10.0,1.732050806991527,6.7,21.0,6.945022198188665,-0.002909090909090671,0.09,22.69
1,68c11f06,2025-11-22 15:07:25,,11.0,,,,,,11.0,11.0,0.0,0.0,1.7320508070965,7.6,21.0,6.850790708621401,-0.0038181818181814904,0.11,22.69
1,68c11f06,2025-11-22 15:07:25,,,9.0,,,,,9.0,9.0,0.0,0.0,1.732050806991527,8.3,21.0,6.566751268490546,-0.004363636363635621,0.09,22.69
1,68c11f06,2025-11-22 15:09:31,22.68,,,10.0,,4096.0,1000.0,10.0,0.0,10.0,10.0,1.7320508070492617,9.3,21.0,5.888784066153024,-0.00509090909090826,0.1,22.68
1,68c11f06,2025-11-22 15:09:31,,7.0,,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,9.6,21.0,5.660781257427671,-0.005333333333332689,0.07,22.68
1,68c11f06,2025-11-22 15:09:31,,,10.0,,,,,10.0,10.0,0.0,0.0,1.7320508070492617,10.5,21.0,4.790035954399966,-0.0050909090909081675,0.1,22.68
1,68c11f06,2025-11-22 15:10:53,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,10.7,21.0,4.522781838156192,-0.0043636363636365035,0.06,22.68
1,68c11f06,2025-11-22 15:10:53,,2.0,,,,,,2.0,2.0,0.0,0.0,1.7320508049708014,10.1,21.0,5.258854966202767,-0.00315151515151403,0.02,22.68
1,68c11f06,2025-11-22 15:10:53,22.67,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,8.3,16.0,4.056544780420344,-0.0019999999999986678,0.03,22.67
1,68c11f06,2025-11-22 15:14:53,22.66,,,18.0,,4096.0,1000.0,18.0,0.0,18.0,10.0,1.732050807280202,8.5,18.0,4.50308536203543,-0.002787878787878983,0.18,22.66
1,68c11f06,2025-11-22 15:14:53,,27.0,,,,,,27.0,27.0,0.0,0.0,1.7320508073764271,10.3,27.0,7.39444235745859,-0.0032121212121205547,0.27,22.66
1,68c11f06,2025-11-22 15:14:53,,,15.0,,,,,15.0,15.0,0.0,0.0,1.7320508072224672,10.7,27.0,7.543208866258442,-0.0032727272727278403,0.15,22.66
1,68c11f06,2025-11-22 15:16:13,22.65,,,4.0,,4096.0,1000.0,4.0,0.0,4.0,10.0,1.7320508062698394,10.2,27.0,7.8287220469811585,-0.0035151515151511806,0.04,22.65
1,68c11f06,2025-11-22 15:16:13,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,9.7,27.0,8.000694414306242,-0.003939393939393297,0.05,22.65
1,68c11f06,2025-11-22 15:16:13,,,5.0,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,9.5,27.0,8.100068586815242,-0.003999999999998651,0.05,22.65
1,68c11f06,2025-11-22 15:17:17,,,6.0,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,9.1,27.0,8.171087238958266,-0.0036969696969700893,0.06,22.65
1,68c11f06,2025-11-22 15:17:17,,7.0,,,,,,7.0,7.0,0.0,0.0,1.7320508068265696,9.2,27.0,8.134972512416851,-0.0030303030303029587,0.07,22.65
1,68c11f06,2025-11-22 15:17:17,22.65,,,7.0,,4096.0,1000.0,7.0,0.0,7.0,10.0,1.7320508068265696,9.7,27.0,7.789594198530354,-0.001999999999999857,0.07,22.65
1,68c11f06,2025-11-22 15:19:46,22.65,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,9.7,27.0,7.789594198530354,-0.0012727272727265804,0.03,22.65
1,68c11f06,2025-11-22 15:19:46,,5.0,,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,8.4,27.0,7.32120208708925,-0.0009696969696968784,0.05,22.65
1,68c11f06,2025-11-22 15:19:46,,,5.0,,,,,5.0,5.0,0.0,0.0,1.7320508065296465,6.2,15.0,3.3266599866332407,-0.0005454545454545668,0.05,22.65
1,68c11f06,2025-11-22 15:19:46,22.64,,,3.0,,4096.0,1000.0,3.0,0.0,3.0,10.0,1.7320508058368262,5.0,7.0,1.414213562373101,-0.0005454545454544946,0.03,22.64
1,68c11f06,2025-11-22 15:19:46,,6.0,,,,,,6.0,6.0,0.0,0.0,1.7320508067028517,5.2,7.0,1.3984117975602073,-0.0009696969696968577,0.06,22.64
